Invoice_Date,Customer_Code,Customer_Name,Item_Code,Zone,HQ,Brand,Item_Description,QTY,AMOUNT
2022-08-12,304967,Sree Meerambika Agencies,10016091,South,Hospet,Bromo Grane,Bromograne (12 x 1Kg),12,16200
2022-08-12,305058,Venkateshwara Marketing,10009988,South,Karimnagar,Previte ADBEC,Previte ADBEC (10 x 1 Lit),100,63000
2022-08-12,305058,Venkateshwara Marketing,10009988,South,Karimnagar,Previte ADBEC,Previte ADBEC (10 x 1 Lit),100,63000
2022-08-12,305058,Venkateshwara Marketing,10017303,South,Karimnagar,Eucamint ,Eucamint (500ml x 12),24,18000
2022-08-12,306044,C S R M Enterprises,10008978,South,Tanuku,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),150,11700
2022-08-12,306044,C S R M Enterprises,10008978,South,Tanuku,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,78000
2022-08-12,306044,C S R M Enterprises,10008978,South,Tanuku,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,78000
2022-08-12,306044,C S R M Enterprises,10008978,South,Tanuku,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),850,66300
2022-10-12,306121,New Hema Enterprises,10010115,South,Hyderabad ,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),120,15240
2022-10-12,306121,New Hema Enterprises,10010115,South,Hyderabad ,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),380,48260
2022-10-12,306121,New Hema Enterprises,10008978,South,Hyderabad ,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),150,12750
2022-10-12,306121,New Hema Enterprises,10008978,South,Hyderabad ,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),850,72250
2022-10-12,305058,Venkateshwara Marketing,10008978,South,Karimnagar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),150,13200
2022-10-12,305058,Venkateshwara Marketing,10008978,South,Karimnagar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),850,74800
2022-11-12,304987,Lotus Farms,10016091,South,Bangalore,Bromo Grane,Bromograne (12 x 1Kg),24,30101
2022-11-12,305024,Nmn Ventures,10014193,West,Raipur,Previte,Previte SP NMN-1 (5kgx5),50,41250
2022-12-12,304974,Soozwin & Co,10014153,East,Kolkata,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),350,245000
2022-12-12,304974,Soozwin & Co,10014153,East,Kolkata,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),400,280000
2022-12-12,305086,Excel Enterprises,10008978,South,Vijaywada,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,83000
2022-12-12,305086,Excel Enterprises,10008978,South,Vijaywada,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,83000
2022-12-12,305086,Excel Enterprises,10008978,South,Vijaywada,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),350,29050
2022-12-12,305086,Excel Enterprises,10008978,South,Vijaywada,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),150,12450
2023-02-01,306033,Shri Ganesh Poultries,10015568,North,Jind,NDZ Forte,NDZ Forte (5 x 5Kg),325,84500
2023-02-01,304965,Vinayak Enterprises,10015568,North,Karnal,NDZ Forte,NDZ Forte (5 x 5Kg),150,39000
2023-03-01,304982,Jaya Agency,10010115,South,Bangalore,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),20,2540
2023-03-01,306121,New Hema Enterprises,10016202,South,Hyderabad ,Previte,Previte Special 500L (5 x 5Kg),350,126000
2023-03-01,306121,New Hema Enterprises,10016202,South,Hyderabad ,Previte,Previte Special 500L (5 x 5Kg),350,126000
2023-03-01,306121,New Hema Enterprises,10016202,South,Hyderabad ,Previte,Previte Special 500L (5 x 5Kg),300,108000
2023-03-01,306036,Arindhas,10017283,South,KRISHNA A,Kembio,KemBio advance WS (500gx10),240,102000
2023-03-01,306030,Venkata Manoj Enterprises,10015559,South,KRISHNA A,Kembind Y,Kembind Y (500gm x 12),48,81792
2023-04-01,304996,Shree Om Sai Venterinary Sales,10016091,West,Sangli,Bromo Grane,Bromograne (12 x 1Kg),60,81000
2023-04-01,304996,Shree Om Sai Venterinary Sales,10010114,West,Sangli,Kem-O-Cid pHB,Kem-O-Cid pHB (12 x 1L),36,4932
2023-04-01,304996,Shree Om Sai Venterinary Sales,10010114,West,Sangli,Kem-O-Cid pHB,Kem-O-Cid pHB (12 x 1L),24,3288
2023-05-01,305091,RA Health Care,10008978,North,Lucknow,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,80000
2023-05-01,305091,RA Health Care,10008978,North,Lucknow,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),925,74000
2023-05-01,306023,Stemsy Nutrition,10014153,North,Ludhiana,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),500,350000
2023-05-01,306023,Stemsy Nutrition,10014153,North,Ludhiana,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),350,245000
2023-05-01,306023,Stemsy Nutrition,10011585,North,Ludhiana,Previte,Previte Special (5 x 5Kg),350,199500
2023-05-01,306023,Stemsy Nutrition,10011585,North,Ludhiana,Previte,Previte Special (5 x 5Kg),75,42750
2023-05-01,306023,Stemsy Nutrition,10004613,North,Ludhiana,Poszyme,Poszyme 5000 (5 x 5 Kg) - Granules,250,22500
2023-07-01,306121,New Hema Enterprises,10011732,South,Hyderabad ,Kem Sel,Kem Sel E Bio (5 x 5Kg),250,212500
2023-07-01,306007,ABP Enterprises,10008978,East,24 Pargana,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),125,9375
2023-07-01,306007,ABP Enterprises,10008978,East,24 Pargana,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),875,65625
2023-07-01,3060071,ABP Enterprises,10008978,East,Patna,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),75,5625
2023-07-01,3060071,ABP Enterprises,10008978,East,Patna,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),125,9375
2023-07-01,305098,Neoline Pharma,10014150,West,Pune,Bromo Grane,Bromo Grane (200gm x10),90,25200
2023-07-01,305098,Neoline Pharma,10015568,West,Pune,NDZ Forte,NDZ Forte (5 x 5Kg),275,67375
2023-07-01,305098,Neoline Pharma,10015568,West,Pune,NDZ Forte,NDZ Forte (5 x 5Kg),500,122500
2023-07-01,305098,Neoline Pharma,10015568,West,Pune,NDZ Forte,NDZ Forte (5 x 5Kg),25,6125
2023-07-01,305046,Fatema Poultry Farm,10011585,West,Wakaner,Previte,Previte Special (5 x 5Kg),25,18250
2023-07-01,305046,Fatema Poultry Farm,10007712,West,Wakaner,Enzimix,Enzimix + (25 Kg),25,4250
2023-07-01,305046,Fatema Poultry Farm,10014991,West,Wakaner,Premin,Premin L (25Kg),75,3600
2023-07-01,305046,Fatema Poultry Farm,10014991,West,Wakaner,Premin,Premin L (25Kg),25,1200
2023-07-01,305046,Fatema Poultry Farm,10011435,West,Wakaner,Premin,Premin-O (25 Kg),75,7500
2023-07-01,305046,Fatema Poultry Farm,10007860,West,Wakaner,KEM LCC,KEM LCC ( 25 Kg),125,15000
2023-07-01,305046,Fatema Poultry Farm,10008978,West,Wakaner,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),100,9000
2023-07-01,305046,Fatema Poultry Farm,10007213,West,Wakaner,Xerotox,Xerotox (25 Kg),125,6000
2023-08-01,306007,ABP Enterprises,10008978,East,24 Pargana,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,75000
2023-08-01,306007,ABP Enterprises,10008978,East,24 Pargana,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),225,16875
2023-08-01,306007,ABP Enterprises,10008978,East,24 Pargana,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),775,58125
2023-10-01,305087,Phoenix Poultry,10010104,West,Jabalpur,Kembio,Kem Bio + (1kgx10),100,40000
2023-10-01,304974,Soozwin & Co,10014153,East,Kolkata,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),100,70000
2023-10-01,304974,Soozwin & Co,10014153,East,Kolkata,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),400,280000
2023-10-01,304974,Soozwin & Co,10014153,East,Kolkata,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),250,175000
2023-10-01,304972,Shri Sai Distributor,10014153,West,Raipur,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),100,80000
2023-10-01,304972,Shri Sai Distributor,10015568,West,Raipur,NDZ Forte,NDZ Forte (5 x 5Kg),100,26000
2023-10-01,304972,Shri Sai Distributor,10011436,West,Raipur,Previte Chick Pro,Previte Chick Pro (1L x 10),20,9600
2023-10-01,304972,Shri Sai Distributor,10008978,West,Raipur,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),250,23250
2023-10-01,304972,Shri Sai Distributor,10007212,West,Raipur,Stedigro,Stedigro (10 x 1 KG),20,4260
2023-11-01,304986,Biotech Marketing,10008978,West,Anand,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),250,23250
2023-11-01,304986,Biotech Marketing,10017303,West,Anand,Eucamint ,Eucamint (500ml x 12),48,36000
2023-11-01,304965,Vinayak Enterprises,10014991,North,Karnal,Premin,Premin L (25Kg),425,22525
2023-11-01,304965,Vinayak Enterprises,10007213,North,Karnal,Xerotox,Xerotox (25 Kg),400,16000
2023-11-01,304965,Vinayak Enterprises,10007213,North,Karnal,Xerotox,Xerotox (25 Kg),500,20000
2023-11-01,304965,Vinayak Enterprises,10014991,North,Karnal,Premin,Premin L (25Kg),500,26500
2023-11-01,304965,Vinayak Enterprises,10007213,North,Karnal,Xerotox,Xerotox (25 Kg),500,20000
2023-11-01,304965,Vinayak Enterprises,10017303,North,Karnal,Eucamint ,Eucamint (500ml x 12),12,9000
2023-11-01,304965,Vinayak Enterprises,10007213,North,Karnal,Xerotox,Xerotox (25 Kg),500,20000
2023-11-01,304965,Vinayak Enterprises,10014991,North,Karnal,Premin,Premin L (25Kg),75,3975
2023-11-01,304965,Vinayak Enterprises,10007213,North,Karnal,Xerotox,Xerotox (25 Kg),100,4000
2023-11-01,304965,Vinayak Enterprises,10016091,North,Karnal,Bromo Grane,Bromograne (12 x 1Kg),12,16200
2023-11-01,305098,Neoline Pharma,10017286,West,Pune,Lipibond,Lipibond (5 x 5Kg),50,9250
2023-12-01,305014,Shivaram Industries,10014430,South,Bangalore,Previte Alpha-D3 Conc.,Previte Alpha-D3 (5Kg),10,117500
2023-01-02,304996,Shree Om Sai Venterinary Sales,10008978,West,Sangli,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,83000
2023-01-02,304996,Shree Om Sai Venterinary Sales,10008978,West,Sangli,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),800,66400
2023-02-02,304980,Shama Enterprises,10014991,North,Barwala,Premin,Premin L (25Kg),500,24000
2023-02-02,304980,Shama Enterprises,10014991,North,Barwala,Premin,Premin L (25Kg),500,24000
2023-02-02,304980,Shama Enterprises,10014991,North,Barwala,Premin,Premin L (25Kg),500,24000
2023-02-02,306070,Sandeep Poultry Medicine Shop,10010115,West,Jabalpur,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),150,19500
2023-02-02,306070,Sandeep Poultry Medicine Shop,10010114,West,Jabalpur,Kem-O-Cid pHB,Kem-O-Cid pHB (12 x 1L),48,6720
2023-02-02,306023,Stemsy Nutrition,10004613,North,Ludhiana,Poszyme,Poszyme 5000 (5 x 5 Kg) - Granules,250,22500
2023-02-02,306023,Stemsy Nutrition,10011436,North,Ludhiana,Previte Chick Pro,Previte Chick Pro (1L x 10),40,17400
2023-04-02,305045,Gomatha Enterprises,10011602,South,Bangalore,Kem Vit M,Kem Vit-M ( 25 Kg),15,41250
2023-04-02,305045,Gomatha Enterprises,10011602,South,Bangalore,Kem Vit M,Kem Vit-M ( 25 Kg),10,27500
2023-04-02,305045,Gomatha Enterprises,10011775,South,Bangalore,Kem Vit M,Kem Vit M (5 kg),20,11500
2023-05-02,304978,Ludhiana Feed Mills Pvt Ltd,10014991,North,Ludhiana,Premin,Premin L (25Kg),400,19200
2023-05-02,304978,Ludhiana Feed Mills Pvt Ltd,10017303,North,Ludhiana,Eucamint ,Eucamint (500ml x 12),12,9000
2023-05-02,304978,Ludhiana Feed Mills Pvt Ltd,10014991,North,Ludhiana,Premin,Premin L (25Kg),500,24000
2023-05-02,304978,Ludhiana Feed Mills Pvt Ltd,10014991,North,Ludhiana,Premin,Premin L (25Kg),500,24000
2023-05-02,304978,Ludhiana Feed Mills Pvt Ltd,10014991,North,Ludhiana,Premin,Premin L (25Kg),500,24000
2023-05-02,304996,Shree Om Sai Venterinary Sales,10008978,West,Sangli,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),350,29050
2023-05-02,3060071,ABP Enterprises,10010115,East,Patna,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),100,13000
2023-07-02,304986,Biotech Marketing,10015938,West,Anand,Kembio,KemBio Advance (2 x 5Kg),60,42000
2023-07-02,304037,Poshak Medicines,10011436,West,Anand,Previte Chick Pro,Previte Chick Pro (1L x 10),50,22000
2023-07-02,304037,Poshak Medicines,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),220,123200
2023-07-02,304037,Poshak Medicines,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),80,44800
2023-07-02,305006,National Marketing,10014160,West,Wakaner,Previte,Previte-C4Y (5 x 5 Kg),175,112000
2023-07-02,305006,National Marketing,10014160,West,Wakaner,Previte,Previte-C4Y (5 x 5 Kg),325,208000
2023-07-02,3060071,ABP Enterprises,10015938,East,Patna,Kembio,KemBio Advance (2 x 5Kg),500,340000
2023-07-02,3060071,ABP Enterprises,10014153,East,Patna,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),25,17500
2023-07-02,3060071,ABP Enterprises,10014153,East,Patna,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),100,70000
2023-07-02,3060071,ABP Enterprises,10011585,East,Patna,Previte,Previte Special (5 x 5Kg),100,73000
2023-07-02,3060071,ABP Enterprises,10015568,East,Patna,NDZ Forte,NDZ Forte (5 x 5Kg),100,26000
2023-07-02,3060071,ABP Enterprises,10014976,East,Patna,Xerotox,Xerotox Premium (5 x 5Kg),200,19000
2023-07-02,3060071,ABP Enterprises,10009278,East,Patna,Enzimix,Enzimix+ GT 250 (25K),50,9250
2023-07-02,3060071,ABP Enterprises,10009278,East,Patna,Enzimix,Enzimix+ GT 250 (25K),50,9250
2023-07-02,3060071,ABP Enterprises,10011436,East,Patna,Previte Chick Pro,Previte Chick Pro (1L x 10),20,9600
2023-07-02,306007,ABP Enterprises,10014150,East,24 Pargana,Bromo Grane,Bromo Grane (200gm x10),440,127600
2023-08-02,306127,Krishna Poultry & Cattle Feed,10017286,West,Anand,Lipibond,Lipibond (5 x 5Kg),100,18000
2023-08-02,306127,Krishna Poultry & Cattle Feed,10015938,West,Anand,Kembio,KemBio Advance (2 x 5Kg),100,68000
2023-08-02,306127,Krishna Poultry & Cattle Feed,10015568,West,Anand,NDZ Forte,NDZ Forte (5 x 5Kg),200,52000
2023-08-02,306127,Krishna Poultry & Cattle Feed,10010115,West,Anand,Kem-O-Cid pHB,Kem-O-Cid pHB (5L*2),200,26000
2023-08-02,306127,Krishna Poultry & Cattle Feed,10014150,West,Anand,Bromo Grane,Bromo Grane (200gm x10),50,14500
2023-08-02,306121,New Hema Enterprises,10017303,South,Hyderabad ,Eucamint ,Eucamint (500ml x 12),120,90000
2023-08-02,304978,Ludhiana Feed Mills Pvt Ltd,10017302,North,Ludhiana,Kem-O-Cid Supreme,Kem-O-Cid Supreme (25 Kg),500,55000
2023-08-02,304978,Ludhiana Feed Mills Pvt Ltd,10017302,North,Ludhiana,Kem-O-Cid Supreme,Kem-O-Cid Supreme (25 Kg),500,55000
2023-09-02,305003,Shree Brahamani Agency,10011732,West,Anand,Kem Sel,Kem Sel E Bio (5 x 5Kg),100,86500
2023-09-02,304968,Shree Prabhuswami Distributor,10014153,West,Jabalpur,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),25,20000
2023-09-02,304968,Shree Prabhuswami Distributor,10008978,West,Jabalpur,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),500,44000
2023-09-02,304966,Swastik Pharma Agency,10010104,North,Karnal,Kembio,Kem Bio + (1kgx10),220,74800
2023-09-02,304966,Swastik Pharma Agency,10010104,North,Karnal,Kembio,Kem Bio + (1kgx10),280,95200
2023-09-02,304966,Swastik Pharma Agency,10014991,North,Karnal,Premin,Premin L (25Kg),500,25000
2023-09-02,304966,Swastik Pharma Agency,10014991,North,Karnal,Premin,Premin L (25Kg),500,25000
2023-09-02,304966,Swastik Pharma Agency,10014991,North,Karnal,Premin,Premin L (25Kg),500,25000
2023-09-02,304966,Swastik Pharma Agency,10014991,North,Karnal,Premin,Premin L (25Kg),500,25000
2023-09-02,305019,Poulvet Enterprises,10009278,East,Bhubeneswar,Enzimix,Enzimix+ GT 250 (25K),425,68000
2023-09-02,305019,Poulvet Enterprises,10009278,East,Bhubeneswar,Enzimix,Enzimix+ GT 250 (25K),75,12000
2023-09-02,305019,Poulvet Enterprises,10016366,East,Bhubeneswar,Stedigro Advance,Stedigro Advance (25  x 1Kg),100,14000
2023-09-02,305019,Poulvet Enterprises,10015938,East,Bhubeneswar,Kembio,KemBio Advance (2 x 5Kg),50,35000
2023-09-02,306144,Beekay Pharmaceuticals,10016366,East,Bhubeneswar,Stedigro Advance,Stedigro Advance (25  x 1Kg),100,14000
2023-09-02,306007,ABP Enterprises,10016366,East,24 Pargana,Stedigro Advance,Stedigro Advance (25  x 1Kg),300,55500
2023-09-02,306007,ABP Enterprises,10016366,East,24 Pargana,Stedigro Advance,Stedigro Advance (25  x 1Kg),200,37000
2023-11-02,304996,Shree Om Sai Venterinary Sales,10017283,West,Sangli,Kembio,KemBio advance WS (500gx10),50,21250
2023-11-02,305998,Titu Poultry Feed Supplement Store,10011436,North,Jind,Previte Chick Pro,Previte Chick Pro (1L x 10),150,65475
2023-11-02,306036,Arindhas,10015559,South,KRISHNA A,Kembind Y,Kembind Y (500gm x 12),90,153360
2023-11-02,304996,Shree Om Sai Venterinary Sales,10016091,West,Sangli,Bromo Grane,Bromograne (12 x 1Kg),36,48600
2023-11-02,304996,Shree Om Sai Venterinary Sales,10016091,West,Sangli,Bromo Grane,Bromograne (12 x 1Kg),36,48600
2023-11-02,304996,Shree Om Sai Venterinary Sales,10014150,West,Sangli,Bromo Grane,Bromo Grane (200gm x10),90,25200
2023-11-02,304996,Shree Om Sai Venterinary Sales,10014150,West,Sangli,Bromo Grane,Bromo Grane (200gm x10),10,2800
2023-11-02,305046,Fatema Poultry Farm,10007213,West,Wakaner,Xerotox,Xerotox (25 Kg),100,4800
2023-11-02,305046,Fatema Poultry Farm,10007213,West,Wakaner,Xerotox,Xerotox (25 Kg),25,1200
2023-11-02,305046,Fatema Poultry Farm,10008978,West,Wakaner,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),100,9000
2023-11-02,305046,Fatema Poultry Farm,10011435,West,Wakaner,Premin,Premin-O (25 Kg),75,7500
2023-11-02,305046,Fatema Poultry Farm,10014991,West,Wakaner,Premin,Premin L (25Kg),75,3975
2023-11-02,305046,Fatema Poultry Farm,10007712,West,Wakaner,Enzimix,Enzimix + (25 Kg),25,4250
2023-11-02,305046,Fatema Poultry Farm,10007860,West,Wakaner,KEM LCC,KEM LCC ( 25 Kg),125,15000
2023-11-02,305046,Fatema Poultry Farm,10011585,West,Wakaner,Previte,Previte Special (5 x 5Kg),25,18250
2023-11-02,305046,Fatema Poultry Farm,10015568,West,Wakaner,NDZ Forte,NDZ Forte (5 x 5Kg),25,6500
2023-12-02,306101,Shree Naveen Poultry Feeds,10008178,North,Ajmer,Enzimix,Enzimix Protease A ( 25 KG),500,400000
2023-12-02,306101,Shree Naveen Poultry Feeds,10008978,North,Ajmer,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),50,4500
2023-12-02,306101,Shree Naveen Poultry Feeds,10008978,North,Ajmer,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),950,85500
2023-12-02,306101,Shree Naveen Poultry Feeds,10012651,North,Ajmer,Premin -O- Plus,Premin -O- Plus ( 25 Kg),425,97750
2023-12-02,306101,Shree Naveen Poultry Feeds,10012651,North,Ajmer,Premin -O- Plus,Premin -O- Plus ( 25 Kg),575,132250
2023-12-02,306101,Shree Naveen Poultry Feeds,10011585,North,Ajmer,Previte,Previte Special (5 x 5Kg),100,60000
2023-04-03,304986,Biotech Marketing,10016366,West,Anand,Stedigro Advance,Stedigro Advance (25  x 1Kg),25,3500
2023-04-03,304972,Shri Sai Distributor,10010112,West,Raipur,Kembio,Kem Bio WS (1kg*10),100,62500
2023-04-03,306101,Shree Naveen Poultry Feeds,10016366,North,Ajmer,Stedigro Advance,Stedigro Advance (25  x 1Kg),250,35000
2023-05-03,306125,Asra Poultry Feed,10016366,West,Wakaner,Stedigro Advance,Stedigro Advance (25  x 1Kg),275,42625
2023-05-03,306125,Asra Poultry Feed,10016366,West,Wakaner,Stedigro Advance,Stedigro Advance (25  x 1Kg),225,34875
2023-05-03,306125,Asra Poultry Feed,10016366,West,Wakaner,Stedigro Advance,Stedigro Advance (25  x 1Kg),275,42625
2023-05-03,306125,Asra Poultry Feed,10016366,West,Wakaner,Stedigro Advance,Stedigro Advance (25  x 1Kg),225,34875
2023-06-03,306080,Lotus Farm Cure,10016366,South,Coimbatore,Stedigro Advance,Stedigro Advance (25  x 1Kg),225,31500
2023-06-03,306080,Lotus Farm Cure,10016366,South,Coimbatore,Stedigro Advance,Stedigro Advance (25  x 1Kg),275,38500
2023-06-03,306033,Shri Ganesh Poultries,10012600,North,Jind,Premin,Premin-O-Se (15 x 1Kg),15,42000
2023-06-03,306033,Shri Ganesh Poultries,10014153,North,Jind,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),300,225000
2023-06-03,309409,Simran Feeds Pvt Ltd,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),20,9600
2023-06-03,309409,Simran Feeds Pvt Ltd,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),30,14400
2023-06-03,309409,Simran Feeds Pvt Ltd,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),40,19200
2023-06-03,309409,Simran Feeds Pvt Ltd,10009988,West,Anand,Previte ADBEC,Previte ADBEC (10 x 1 Lit),40,19200
2023-06-03,304974,Soozwin & Co,10007212,East,Kolkata,Stedigro,Stedigro (10 x 1 KG),450,45000
2023-06-03,304974,Soozwin & Co,10007212,East,Kolkata,Stedigro,Stedigro (10 x 1 KG),450,45000
2023-06-03,304974,Soozwin & Co,10007212,East,Kolkata,Stedigro,Stedigro (10 x 1 KG),100,10000
2023-08-03,306130,Shri Hiranyakeshi Feeds And Farms P,10011951,West,Sangli,Xerotox,Xerotox C (25 Kg),20,22500
2023-08-03,306130,Shri Hiranyakeshi Feeds And Farms P,10011951,West,Sangli,Xerotox,Xerotox C (25 Kg),3,3375
2023-08-03,306130,Shri Hiranyakeshi Feeds And Farms P,10011951,West,Sangli,Xerotox,Xerotox C (25 Kg),17,19125
2023-08-03,304996,Shree Om Sai Venterinary Sales,10011585,West,Sangli,Previte,Previte Special (5 x 5Kg),225,118125
2023-08-03,306044,C S R M Enterprises,10011585,South,Tanuku,Previte,Previte Special (5 x 5Kg),350,218750
2023-08-03,306044,C S R M Enterprises,10011585,South,Tanuku,Previte,Previte Special (5 x 5Kg),25,15625
2023-08-03,306044,C S R M Enterprises,10011585,South,Tanuku,Previte,Previte Special (5 x 5Kg),125,78125
2023-08-03,304980,Shama Enterprises,10011585,North,Barwala,Previte,Previte Special (5 x 5Kg),275,151250
2023-08-03,304980,Shama Enterprises,10011585,North,Barwala,Previte,Previte Special (5 x 5Kg),375,206250
2023-08-03,304980,Shama Enterprises,10011585,North,Barwala,Previte,Previte Special (5 x 5Kg),350,192500
2023-08-03,304973,S M Enterprises,10016366,East,Patna,Stedigro Advance,Stedigro Advance (25  x 1Kg),50,7000
2023-08-03,304973,S M Enterprises,10007212,East,Patna,Stedigro,Stedigro (10 x 1 KG),50,5000
2023-08-03,304973,S M Enterprises,10009278,East,Patna,Enzimix,Enzimix+ GT 250 (25K),50,9250
2023-08-03,304973,S M Enterprises,10015363,East,Patna,Previte,Previte C4Y  (wc) ( 5 Kg),100,55000
2023-09-03,306080,Lotus Farm Cure,10010071,South,Coimbatore,Kem Vit C ,Kem Vit C (25Kg),300,195000
2023-09-03,309405,Kumaran Vet Agencies,10014153,South,Rashipuram,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),150,120000
2023-09-03,309405,Kumaran Vet Agencies,10010071,South,Rashipuram,Kem Vit C ,Kem Vit C (25Kg),50,32500
2023-09-03,309405,Kumaran Vet Agencies,10016366,South,Rashipuram,Stedigro Advance,Stedigro Advance (25  x 1Kg),125,17500
2023-09-03,309405,Kumaran Vet Agencies,10016366,South,Rashipuram,Stedigro Advance,Stedigro Advance (25  x 1Kg),75,10500
2023-09-03,306002,Japp Poultry,10016366,North,Jind,Stedigro Advance,Stedigro Advance (25  x 1Kg),200,28000
2023-09-03,306077,Sivashakti Agrovet Pvt. Ltd.,10007212,East,Bhubeneswar,Stedigro,Stedigro (10 x 1 KG),100,10000
2023-09-03,306077,Sivashakti Agrovet Pvt. Ltd.,10016366,East,Bhubeneswar,Stedigro Advance,Stedigro Advance (25  x 1Kg),75,10500
2023-09-03,306077,Sivashakti Agrovet Pvt. Ltd.,10016366,East,Bhubeneswar,Stedigro Advance,Stedigro Advance (25  x 1Kg),175,24500
2023-11-03,304967,Sree Meerambika Agencies,10016366,South,Hospet,Stedigro Advance,Stedigro Advance (25  x 1Kg),325,45500
2023-11-03,305086,Excel Enterprises,10015568,South,Vijaywada,NDZ Forte,NDZ Forte (5 x 5Kg),250,65000
2023-11-03,304965,Vinayak Enterprises,10014580,North,Karnal,Poszyme,Poszyme 25000 CT(5x5kg),250,22500
2023-11-03,305091,RA Health Care,10016366,North,Lucknow,Stedigro Advance,Stedigro Advance (25  x 1Kg),500,70000
2023-11-03,305091,RA Health Care,10016366,North,Lucknow,Stedigro Advance,Stedigro Advance (25  x 1Kg),100,14000
2023-11-03,305091,RA Health Care,10016366,North,Lucknow,Stedigro Advance,Stedigro Advance (25  x 1Kg),500,70000
2023-11-03,305091,RA Health Care,10016366,North,Lucknow,Stedigro Advance,Stedigro Advance (25  x 1Kg),500,70000
2023-11-03,305091,RA Health Care,10016366,North,Lucknow,Stedigro Advance,Stedigro Advance (25  x 1Kg),400,56000
2023-11-03,305091,RA Health Care,10015568,North,Lucknow,NDZ Forte,NDZ Forte (5 x 5Kg),100,24000
2023-11-03,305091,RA Health Care,10015568,North,Lucknow,NDZ Forte,NDZ Forte (5 x 5Kg),500,120000
2023-11-03,305091,RA Health Care,10015568,North,Lucknow,NDZ Forte,NDZ Forte (5 x 5Kg),500,120000
2023-11-03,305091,RA Health Care,10015568,North,Lucknow,NDZ Forte,NDZ Forte (5 x 5Kg),500,120000
2023-11-03,305091,RA Health Care,10015568,North,Lucknow,NDZ Forte,NDZ Forte (5 x 5Kg),400,96000
2023-11-03,305091,RA Health Care,10010071,North,Lucknow,Kem Vit C ,Kem Vit C (25Kg),25,16250
