Invoice_Date,Customer_Code,Customer_Name,Item_Code,Zone,HQ,Brand,Item_Description,QTY,AMOUNT
2022-06-12,305098,Neoline Pharma,10016091,West,Pune,Bromo Grane,Bromograne (12 x 1Kg),60,81000
2022-07-12,304986,Biotech Marketing,10014153,West,Anand,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),150,112500
2022-07-12,304986,Biotech Marketing,10014153,West,Anand,Previte Alpha D3 Premix,Previte Alpha-D3 Premix (5x5 Kg),100,75000
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),150,11250
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,75000
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),350,26250
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),650,48750
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),1000,75000
2022-07-12,306064,Poultech Agro Foods Pvt. Ltd.,10008978,East,Bhubeneswar,Kem-O-Cid Gold,KEM-O-CID Gold (25 Kg),850,63750
2022-07-12,305076,Skylark Hatcheries Ltd.,10011436,North,Jind,Previte Chick Pro,Previte Chick Pro (1L x 10),250,112500
2022-08-12,304987,Lotus Farms,10014430,South,Bangalore,Previte Alpha-D3 Conc.,Previte Alpha-D3 (5Kg),80,880000
2022-08-12,304967,Sree Meerambika Agencies,10017303,South,Hospet,Eucamint ,Eucamint (500ml x 12),24,18000
2022-08-12,304967,Sree Meerambika Agencies,10007347,South,Hospet,Enzimix,Enzimix - Xylanase (25Kg),100,45000
